0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000087e-07,0.000000000000000000e+00,5.000000000000000435e-08
3.000000000000000394e-07,0.000000000000000000e+00,1.500000000000000197e-07
6.000000000000000787e-07,0.000000000000000000e+00,3.000000000000000394e-07
1.000000000000000167e-06,0.000000000000000000e+00,5.000000000000000833e-07
1.500000000000000038e-06,0.000000000000000000e+00,7.500000000000000190e-07
2.100000000000000223e-06,0.000000000000000000e+00,1.050000000000000111e-06
2.800000000000000297e-06,0.000000000000000000e+00,1.400000000000000148e-06
3.600000000000000261e-06,0.000000000000000000e+00,1.800000000000000130e-06
4.500000000000000114e-06,0.000000000000000000e+00,2.250000000000000057e-06
5.499999999999999857e-06,0.000000000000000000e+00,2.749999999999999928e-06
6.600000000000000337e-06,0.000000000000000000e+00,3.300000000000000168e-06
7.799999999999999859e-06,0.000000000000000000e+00,3.899999999999999929e-06
9.100000000000000965e-06,0.000000000000000000e+00,4.550000000000000482e-06
1.050000000000000111e-05,0.000000000000000000e+00,5.250000000000000557e-06
1.200000000000000200e-05,0.000000000000000000e+00,6.000000000000000999e-06
1.360000000000000193e-05,0.000000000000000000e+00,6.800000000000000963e-06
1.517444588979731958e-05,-9.667981925794610437e-08,7.649583240522624171e-06
1.670463973526515006e-05,-2.830354801493069083e-07,8.547858862589157995e-06
1.817364779163871047e-05,-5.484879122321093741e-07,9.493449489040062836e-06
1.956697559848147875e-05,-8.793047064012730875e-07,1.048450498683225078e-05
2.087314582808288716e-05,-1.259147582704506696e-06,1.151872095295688223e-05
2.208415585029534342e-05,-1.669723746005582405e-06,1.259336173927249453e-05
2.319579677214445517e-05,-2.091515162000163428e-06,1.370528778619694220e-05
2.420782123310998211e-05,-2.504556679650799764e-06,1.485098699214894653e-05
2.512395326660919374e-05,-2.889231978755113322e-06,1.602660980530615063e-05
2.595173983453638990e-05,-3.227055610729389074e-06,1.722800768705442831e-05
2.670224995370798927e-05,-3.501409955109401776e-06,1.845077456281439451e-05
2.738963340909235608e-05,-3.698207711638389391e-06,1.969029084608215903e-05
2.803055664653534795e-05,-3.806453516473244763e-06,2.094176959581062059e-05
2.864353833415844662e-05,-3.818682292643064127e-06,2.220030434594207498e-05
2.924821108149979479e-05,-3.731256859110561155e-06,2.346091812919519465e-05
2.986453874932619150e-05,-3.544512933702238930e-06,2.471861320527693690e-05
3.051202055350392845e-05,-3.262745749098063918e-06,2.596842099665151379e-05
3.115950235768166201e-05,-3.080978564493888795e-06,2.716822878802609286e-05
3.180698416185939558e-05,-2.999211379889713561e-06,2.831803657940067071e-05
3.245446596603712914e-05,-3.017444195285538641e-06,2.941784437077525074e-05
3.310194777021486270e-05,-3.135677010681363610e-06,3.046765216214982955e-05
3.374942957439259626e-05,-3.353909826077188469e-06,3.146745995352440714e-05
3.439691137857032983e-05,-3.672142641473013641e-06,3.241726774489898352e-05
3.504439318274806339e-05,-4.090375456868838703e-06,3.331707553627356546e-05
3.569187498692579695e-05,-4.608608272264663654e-06,3.416688332764814619e-05
3.633935679110353052e-05,-5.226841087660488495e-06,3.496669111902272570e-05
3.698683859528126408e-05,-5.945073903056313226e-06,3.571649891039730399e-05
3.763432039945899764e-05,-6.763306718452138693e-06,3.641630670177188107e-05
3.828180220363673120e-05,-7.681539533847964049e-06,3.706611449314645693e-05
3.892928400781446477e-05,-8.699772349243789296e-06,3.766592228452103836e-05
3.957676581199219833e-05,-9.818005164639613584e-06,3.821573007589561857e-05
4.022424761616993189e-05,-1.103623798003543861e-05,3.871553786727019756e-05
4.087172942034766546e-05,-1.235447079543126437e-05,3.916534565864477534e-05
