0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.986693307950612586e-08,9.800665778412416619e-08,4.991670832341408101e-09
7.867570038987730743e-08,2.881194149685368658e-07,1.991680820443587913e-08
1.939487150397520341e-07,5.607657336439174023e-07,4.961795590959733213e-08
3.809573387795790250e-07,9.030827232540145816e-07,9.879002073019130969e-08
6.521130610001956849e-07,1.299429943450925707e-06,1.719333624809954392e-07
1.016472691817535094e-06,1.732012939095504159e-06,2.733088279015513595e-07
1.479377295633720495e-06,2.181592649030106849e-06,4.068951776839918618e-07
2.042239259754056590e-06,2.628252406734580257e-06,5.763493320114084831e-07
2.702485986962212222e-06,3.052191954969745162e-06,7.849698318201993038e-07
3.453662456852935747e-06,3.434516819550195784e-06,1.035663880869384813e-06
4.285688567125618407e-06,3.757991572405111911e-06,1.330918297921642176e-06
5.185260995453416102e-06,4.007726953705903302e-06,1.672774669272260754e-06
6.136383560963360109e-06,4.171773459669799761e-06,2.062808949893739329e-06
7.121004941488894833e-06,4.241597731566830741e-06,2.502115717014640848e-06
8.119738322820416044e-06,4.212422753803816854e-06,2.991297233465744957e-06
9.112634289809179872e-06,4.083418298461327852e-06,3.530457430068924200e-06
1.007997614659525973e-05,3.857734023860892732e-06,4.119200867194727112e-06
1.100306595905185411e-05,3.542373907627042887e-06,4.756636685864439793e-06
1.186496998241417673e-05,3.147917020201751684e-06,5.441387508918523490e-06
1.265119375624570721e-05,2.688095770690099180e-06,6.171603203313891133e-06
1.335025995283587783e-05,2.179248439044376358e-06,6.944979366041702296e-06
1.395416594203709800e-05,1.639667820400811647e-06,7.758780348960492602e-06
1.445870283087497195e-05,1.088871949063741623e-06,8.609866592488119122e-06
1.486362325882926110e-05,5.468259760706163904e-07,9.494725995043304007e-06
1.517265125931723663e-05,3.314622162381372480e-08,1.040950900480368697e-05
1.539333379423319669e-05,-4.336818656929511874e-07,1.135006708315514181e-05
1.553673988039355657e-05,-8.370406654154526272e-07,1.231199415551828856e-05
1.561701930276668729e-05,-1.162842877286929138e-06,1.329067063538923024e-05
1.565083850719843967e-05,-1.400093137464273512e-06,1.428130958172087235e-05
1.565671616181030224e-05,-1.541326368976581454e-06,1.527900452845550559e-05
1.565428487614041431e-05,-1.582905390786567484e-06,1.627877850831180412e-05
1.566350851095557492e-05,-1.525165920720734261e-06,1.727563378099672523e-05
1.570388628212207238e-05,-1.372403191459048250e-06,1.826460176897448437e-05
1.579367538840243060e-05,-1.132700713162379727e-06,1.924079270185089898e-05
1.594916315455466817e-05,-8.176080094313807024e-07,2.019944447334283316e-05
1.618401770709182127e-05,-4.416801742471561847e-07,2.113597022267002713e-05
1.650874306921013815e-05,-2.189760630549259889e-08,2.204600416495179545e-05
1.693026039853160386e-05,4.230109458943964497e-07,2.292544521268642790e-05
1.745163206239053086e-05,8.733150401505504662e-07,2.377049795246186152e-05
1.807193955091179310e-05,1.309069131025843008e-06,2.457771056747189907e-05
1.878632009510103554e-05,1.710907735802751972e-06,2.534400932692871497e-05
1.958616053009910323e-05,2.060817475167992255e-06,2.606672929776485264e-05
2.045944067488458541e-05,2.342855209801231429e-06,2.674364097176351775e-05
2.139121253895924344e-05,2.543783643028305047e-06,2.737297254206770677e-05
2.236419625155807629e-05,2.653599050066910984e-06,2.795342760648864089e-05
2.335946895556693256e-05,2.665930094965100308e-06,2.848419812072789937e-05
2.435721920212112604e-05,2.578291835659768865e-06,2.896497247208895600e-05
2.533753677055302215e-05,2.392184790775024806e-06,2.939593859300821852e-05
2.099470793573617600e-01,-1.935984434096735818e-01,2.585434596678755706e-02
